"NUM1","NUM2","NUM3","NUM4","NUM5","NUM6","STR1","STR2","STR3","STR4","STR5","STR6"
0,10,1,10,,,"0;3;-10;-10;-10;0;0;0;0;0","0;0;1;","","2;0;0;0;0;0;0;-1;0;-1;0;-1;0;-1;2",";1;3","0"
