DISCOUNT_ITEM_ID|DISCOUNT_ITEM_TYPE|DISCOUNT_ITEM_VALUE|CONDITION_ID
1611128|1|HPN;R  ;1LRHCE3  ;*;*;*;*;R;*;*;|134984
1611129|1|HPN;R  ;1LRHCE4  ;*;*;*;*;R;*;*;|134984
1611130|1|HPN;R  ;1LRHCF1  ;*;*;*;*;R;*;*;|134984
1611131|1|HPN;R  ;1LRHCF3  ;*;*;*;*;R;*;*;|134984
1611132|1|HPN;R  ;1LRHCF5  ;*;*;*;*;R;*;*;|134984
1611133|1|HPN;R  ;1LRHCF6  ;*;*;*;*;R;*;*;|134984
1611134|1|HPN;R  ;1LRHCF7  ;*;*;*;*;R;*;*;|134984
1611135|1|HPN;R  ;1LRHCG1  ;*;*;*;*;R;*;*;|134984
1611136|1|HPN;R  ;1LRHCG2  ;*;*;*;*;R;*;*;|134984
1611649|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1611650|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1611651|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1611652|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1611653|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1611654|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1611655|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1611656|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1611657|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1611658|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1611659|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1611660|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1611661|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1611662|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1611663|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1611664|1|HPN;R  ;PUNUN    ;*;*;*;*;R;*;*;|134984
1613609|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1613610|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1613611|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1613612|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1615369|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1615370|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1615371|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1615372|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1615313|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1615314|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1615315|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1615316|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1615389|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1615390|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1615391|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1615392|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1615393|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1615394|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1615395|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1615396|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1615397|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1615398|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1615399|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1615400|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1615573|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1615574|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1615575|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1615576|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1615577|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1615578|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1615579|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1615580|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1615581|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1615582|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1615583|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1615584|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1615585|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1615586|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1615603|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1615604|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1615605|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1615606|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1615607|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1615608|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1615609|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1615610|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1693633|1|HPN;R  ;1LRFCC2B ;*;*;*;*;R;*;*;|134984
1693634|1|HPN;R  ;1LRFCD1  ;*;*;*;*;R;*;*;|134984
1693635|1|HPN;R  ;1LRFCD2A ;*;*;*;*;R;*;*;|134984
1693636|1|HPN;R  ;1LRFCD2B ;*;*;*;*;R;*;*;|134984
1693637|1|HPN;R  ;1LRFCD2C ;*;*;*;*;R;*;*;|134984
1693638|1|HPN;R  ;1LRG1    ;*;*;*;*;R;*;*;|134984
1693639|1|HPN;R  ;1LRG2    ;*;*;*;*;R;*;*;|134984
1693640|1|HPN;R  ;1LRHCE1  ;*;*;*;*;R;*;*;|134984
1693641|1|HPN;R  ;1LRHCE2  ;*;*;*;*;R;*;*;|134984
1693642|1|HPN;R  ;1LRHCE3  ;*;*;*;*;R;*;*;|134984
1693643|1|HPN;R  ;1LRHCE4  ;*;*;*;*;R;*;*;|134984
1693644|1|HPN;R  ;1LRHCF1  ;*;*;*;*;R;*;*;|134984
1693645|1|HPN;R  ;1LRHCF2  ;*;*;*;*;R;*;*;|134984
1693646|1|HPN;R  ;1LRHCF3  ;*;*;*;*;R;*;*;|134984
1693647|1|HPN;R  ;1LRHCF4  ;*;*;*;*;R;*;*;|134984
1693648|1|HPN;R  ;1LRHCF5  ;*;*;*;*;R;*;*;|134984
1693649|1|HPN;R  ;1LRHCF6  ;*;*;*;*;R;*;*;|134984
1693650|1|HPN;R  ;1LRHCF7  ;*;*;*;*;R;*;*;|134984
1693651|1|HPN;R  ;1LRHCG1  ;*;*;*;*;R;*;*;|134984
1693652|1|HPN;R  ;1LRHCG2  ;*;*;*;*;R;*;*;|134984
1693653|1|HPN;R  ;1LRHCG2  ;*;*;*;*;R;*;*;|134984
1693654|1|HPN;R  ;1LRA1    ;*;*;*;*;R;*;*;|134984
1693655|1|HPN;R  ;1LRA2    ;*;*;*;*;R;*;*;|134984
1693656|1|HPN;R  ;1LRB1    ;*;*;*;*;R;*;*;|134984
1693657|1|HPN;R  ;1LRB2    ;*;*;*;*;R;*;*;|134984
1693658|1|HPN;R  ;1LRB3    ;*;*;*;*;R;*;*;|134984
1693659|1|HPN;R  ;1LRC1    ;*;*;*;*;R;*;*;|134984
1693660|1|HPN;R  ;1LRC2A   ;*;*;*;*;R;*;*;|134984
1693661|1|HPN;R  ;1LRC2B   ;*;*;*;*;R;*;*;|134984
1693662|1|HPN;R  ;1LRD1    ;*;*;*;*;R;*;*;|134984
1693663|1|HPN;R  ;1LRD2A   ;*;*;*;*;R;*;*;|134984
1693664|1|HPN;R  ;1LRD2B   ;*;*;*;*;R;*;*;|134984
1693665|1|HPN;R  ;1LRD2C   ;*;*;*;*;R;*;*;|134984
1693666|1|HPN;R  ;1LRE1    ;*;*;*;*;R;*;*;|134984
1693667|1|HPN;R  ;1LRE2    ;*;*;*;*;R;*;*;|134984
1693668|1|HPN;R  ;1LRE3    ;*;*;*;*;R;*;*;|134984
1693669|1|HPN;R  ;1LRE4    ;*;*;*;*;R;*;*;|134984
1693670|1|HPN;R  ;1LRF1    ;*;*;*;*;R;*;*;|134984
1693671|1|HPN;R  ;1LRF2    ;*;*;*;*;R;*;*;|134984
1693672|1|HPN;R  ;1LRF3    ;*;*;*;*;R;*;*;|134984
1693673|1|HPN;R  ;1LRF4    ;*;*;*;*;R;*;*;|134984
1693674|1|HPN;R  ;1LRF5    ;*;*;*;*;R;*;*;|134984
1693675|1|HPN;R  ;1LRF6    ;*;*;*;*;R;*;*;|134984
1693676|1|HPN;R  ;1LRF7    ;*;*;*;*;R;*;*;|134984
1693677|1|HPN;R  ;1LRFBA1  ;*;*;*;*;R;*;*;|134984
1693678|1|HPN;R  ;1LRFBA2  ;*;*;*;*;R;*;*;|134984
1693679|1|HPN;R  ;1LRFBB1  ;*;*;*;*;R;*;*;|134984
1693680|1|HPN;R  ;1LRFBB2  ;*;*;*;*;R;*;*;|134984
1693681|1|HPN;R  ;1LRFBB3  ;*;*;*;*;R;*;*;|134984
1693682|1|HPN;R  ;1LRFBC1  ;*;*;*;*;R;*;*;|134984
1693683|1|HPN;R  ;1LRFBC2A ;*;*;*;*;R;*;*;|134984
1693684|1|HPN;R  ;1LRFBC2B ;*;*;*;*;R;*;*;|134984
1693685|1|HPN;R  ;1LRFBD1  ;*;*;*;*;R;*;*;|134984
1693686|1|HPN;R  ;1LRFBD2A ;*;*;*;*;R;*;*;|134984
1693687|1|HPN;R  ;1LRFBD2B ;*;*;*;*;R;*;*;|134984
1693688|1|HPN;R  ;1LRFBD2C ;*;*;*;*;R;*;*;|134984
1693689|1|HPN;R  ;1LRFCA1  ;*;*;*;*;R;*;*;|134984
1693690|1|HPN;R  ;1LRFCA2  ;*;*;*;*;R;*;*;|134984
1693691|1|HPN;R  ;1LRFCB1  ;*;*;*;*;R;*;*;|134984
1693692|1|HPN;R  ;1LRFCB2  ;*;*;*;*;R;*;*;|134984
1693693|1|HPN;R  ;1LRFCB3  ;*;*;*;*;R;*;*;|134984
1693694|1|HPN;R  ;1LRFCC1  ;*;*;*;*;R;*;*;|134984
1693695|1|HPN;R  ;1LRFCC2A ;*;*;*;*;R;*;*;|134984
1693696|1|HPN;R  ;1LRFCC2B ;*;*;*;*;R;*;*;|134984
1693697|1|HPN;R  ;1LRFCD1  ;*;*;*;*;R;*;*;|134984
1693698|1|HPN;R  ;1LRFCD2A ;*;*;*;*;R;*;*;|134984
1693699|1|HPN;R  ;1LRFCD2B ;*;*;*;*;R;*;*;|134984
1693700|1|HPN;R  ;1LRFCD2C ;*;*;*;*;R;*;*;|134984
1693701|1|HPN;R  ;1LRG1    ;*;*;*;*;R;*;*;|134984
1693702|1|HPN;R  ;1LRG2    ;*;*;*;*;R;*;*;|134984
1693703|1|HPN;R  ;1LRHCE1  ;*;*;*;*;R;*;*;|134984
1693704|1|HPN;R  ;1LRHCE2  ;*;*;*;*;R;*;*;|134984
1693705|1|HPN;R  ;1LRHCE3  ;*;*;*;*;R;*;*;|134984
1693706|1|HPN;R  ;1LRHCE4  ;*;*;*;*;R;*;*;|134984
1693707|1|HPN;R  ;1LRHCF1  ;*;*;*;*;R;*;*;|134984
1693708|1|HPN;R  ;1LRHCF2  ;*;*;*;*;R;*;*;|134984
1693709|1|HPN;R  ;1LRHCF3  ;*;*;*;*;R;*;*;|134984
1693710|1|HPN;R  ;1LRHCF4  ;*;*;*;*;R;*;*;|134984
1693711|1|HPN;R  ;1LRHCF5  ;*;*;*;*;R;*;*;|134984
1693712|1|HPN;R  ;1LRHCF6  ;*;*;*;*;R;*;*;|134984
1693713|1|HPN;R  ;1LRHCF7  ;*;*;*;*;R;*;*;|134984
1693714|1|HPN;R  ;1LRHCG1  ;*;*;*;*;R;*;*;|134984
1747553|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1747554|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1747555|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1747556|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1747549|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1747550|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1747551|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1747552|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1696734|1|HPN;R  ;1LRA1    ;*;*;*;*;R;*;*;|134984
1696735|1|HPN;R  ;1LRG2    ;*;*;*;*;R;*;*;|134984
1696736|1|HPN;R  ;1LRB1    ;*;*;*;*;R;*;*;|134984
1696737|1|HPN;R  ;1LRB2    ;*;*;*;*;R;*;*;|134984
1696738|1|HPN;R  ;1LRB3    ;*;*;*;*;R;*;*;|134984
1696739|1|HPN;R  ;1LRC1    ;*;*;*;*;R;*;*;|134984
1696740|1|HPN;R  ;1LRC2A   ;*;*;*;*;R;*;*;|134984
1696741|1|HPN;R  ;1LRC2B   ;*;*;*;*;R;*;*;|134984
1696742|1|HPN;R  ;1LRD1    ;*;*;*;*;R;*;*;|134984
1696743|1|HPN;R  ;1LRD2A   ;*;*;*;*;R;*;*;|134984
1696744|1|HPN;R  ;1LRD2B   ;*;*;*;*;R;*;*;|134984
1696745|1|HPN;R  ;1LRD2C   ;*;*;*;*;R;*;*;|134984
1696746|1|HPN;R  ;1LRE1    ;*;*;*;*;R;*;*;|134984
1696747|1|HPN;R  ;1LRE2    ;*;*;*;*;R;*;*;|134984
1696748|1|HPN;R  ;1LRE3    ;*;*;*;*;R;*;*;|134984
1696749|1|HPN;R  ;1LRE4    ;*;*;*;*;R;*;*;|134984
1696750|1|HPN;R  ;1LRF1    ;*;*;*;*;R;*;*;|134984
1696751|1|HPN;R  ;1LRF2    ;*;*;*;*;R;*;*;|134984
1696752|1|HPN;R  ;1LRF3    ;*;*;*;*;R;*;*;|134984
1696753|1|HPN;R  ;1LRF4    ;*;*;*;*;R;*;*;|134984
1696754|1|HPN;R  ;1LRF5    ;*;*;*;*;R;*;*;|134984
1696755|1|HPN;R  ;1LRF6    ;*;*;*;*;R;*;*;|134984
1696756|1|HPN;R  ;1LRF7    ;*;*;*;*;R;*;*;|134984
1696757|1|HPN;R  ;1LRG1    ;*;*;*;*;R;*;*;|134984
1696758|1|HPN;R  ;1LRA2    ;*;*;*;*;R;*;*;|134984
1696709|1|HPN;R  ;1LRA1    ;*;*;*;*;R;*;*;|134984
1696710|1|HPN;R  ;1LRA2    ;*;*;*;*;R;*;*;|134984
1696711|1|HPN;R  ;1LRB1    ;*;*;*;*;R;*;*;|134984
1696712|1|HPN;R  ;1LRB2    ;*;*;*;*;R;*;*;|134984
1696713|1|HPN;R  ;1LRB3    ;*;*;*;*;R;*;*;|134984
1696714|1|HPN;R  ;1LRC1    ;*;*;*;*;R;*;*;|134984
1696715|1|HPN;R  ;1LRC2A   ;*;*;*;*;R;*;*;|134984
1696716|1|HPN;R  ;1LRC2B   ;*;*;*;*;R;*;*;|134984
1696717|1|HPN;R  ;1LRD1    ;*;*;*;*;R;*;*;|134984
1696718|1|HPN;R  ;1LRD2A   ;*;*;*;*;R;*;*;|134984
1696719|1|HPN;R  ;1LRD2B   ;*;*;*;*;R;*;*;|134984
1696720|1|HPN;R  ;1LRD2C   ;*;*;*;*;R;*;*;|134984
1696721|1|HPN;R  ;1LRE1    ;*;*;*;*;R;*;*;|134984
1696722|1|HPN;R  ;1LRE2    ;*;*;*;*;R;*;*;|134984
1696723|1|HPN;R  ;1LRE3    ;*;*;*;*;R;*;*;|134984
1696724|1|HPN;R  ;1LRE4    ;*;*;*;*;R;*;*;|134984
1696725|1|HPN;R  ;1LRF1    ;*;*;*;*;R;*;*;|134984
1696726|1|HPN;R  ;1LRF2    ;*;*;*;*;R;*;*;|134984
1696727|1|HPN;R  ;1LRF3    ;*;*;*;*;R;*;*;|134984
1696728|1|HPN;R  ;1LRF4    ;*;*;*;*;R;*;*;|134984
1696729|1|HPN;R  ;1LRF5    ;*;*;*;*;R;*;*;|134984
1696730|1|HPN;R  ;1LRF6    ;*;*;*;*;R;*;*;|134984
1696731|1|HPN;R  ;1LRF7    ;*;*;*;*;R;*;*;|134984
1696732|1|HPN;R  ;1LRG1    ;*;*;*;*;R;*;*;|134984
1696733|1|HPN;R  ;1LRG2    ;*;*;*;*;R;*;*;|134984
1751349|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1751350|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1751369|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1751370|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1751375|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1751376|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1751377|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1751378|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1752674|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1752675|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1752676|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1752677|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1752678|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1752679|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1752680|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1752681|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1753485|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1753486|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1753487|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1753488|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1753489|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1753490|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1753491|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1753492|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1753493|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1753494|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1753495|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1753496|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1778909|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1778910|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1778911|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1778912|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1778913|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1778914|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1778915|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1778916|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1778925|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1778926|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1778927|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1778939|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1778940|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1778941|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1778942|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1778943|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1778944|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1778953|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1778954|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1778955|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1778956|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1778957|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1778958|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1778959|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1778960|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1778961|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1778962|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1778963|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1778964|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1778965|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1778966|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1778967|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1778968|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1778969|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1778970|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1778971|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1778972|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1778973|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1778974|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1778975|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1778976|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1778977|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1778978|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1778979|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1778980|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1778981|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1778982|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1778983|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1778984|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1778985|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1778986|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1778987|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1778988|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1778989|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1778990|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1778991|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1778992|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1778993|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1778994|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1778995|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1778996|1|HPN;R  ;1K112Q   ;*;*;*;*;R;*;*;|134984
1778997|1|HPN;R  ;1K111Q   ;*;*;*;*;R;*;*;|134984
1778998|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1778999|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1779000|1|HPN;R  ;1K113Q   ;*;*;*;*;R;*;*;|134984
1779001|1|HPN;R  ;RL911    ;*;*;*;*;R;*;*;|134984
1779002|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1779003|1|HPN;R  ;1K115Q   ;*;*;*;*;R;*;*;|134984
1779004|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1779005|1|HPN;R  ;1K116Q   ;*;*;*;*;R;*;*;|134984
1779006|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1779007|1|HPN;R  ;1K114Q   ;*;*;*;*;R;*;*;|134984
1779008|1|HPN;R  ;QR911    ;*;*;*;*;R;*;*;|134984
1834635|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1834636|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1834637|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1834638|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1834639|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1834640|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1834629|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1834630|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1834631|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1834632|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1834633|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1834634|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1834641|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1834642|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1834643|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1834644|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1834645|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1834646|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1834647|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1834648|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1834649|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1834650|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1834651|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1834652|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1834653|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1834654|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1834655|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
1834656|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1834657|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1834658|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1834659|1|HPN;R  ;1K111O   ;*;*;*;*;R;*;*;|134984
1834660|1|HPN;R  ;1K112O   ;*;*;*;*;R;*;*;|134984
1834661|1|HPN;R  ;1K113O   ;*;*;*;*;R;*;*;|134984
1834662|1|HPN;R  ;1K114O   ;*;*;*;*;R;*;*;|134984
1834663|1|HPN;R  ;1K115O   ;*;*;*;*;R;*;*;|134984
1834664|1|HPN;R  ;1K116O   ;*;*;*;*;R;*;*;|134984
